,price
6877,19795
3553,18000
2827,25882
36335,12999
18573,7499
3679,12298
23824,12498
37030,8990
18388,10999
71645,18760
46138,16995
23171,7220
13058,14480
36527,8495
37350,14000
40995,7500
23506,23980
2104,24990
30707,31000
18123,7449
23773,11795
48170,6995
20088,19980
2989,19995
3617,19600
51101,11495
52675,10990
31957,26750
53778,16980
30187,34579
41692,48602
2160,41429
8561,37500
28754,30490
21259,14495
46450,17000
10934,7162
35808,17498
73920,13998
33874,18950
13982,9992
19149,5791
43581,10499
23259,9762
56672,1495
41631,7775
4556,12995
48099,19995
6549,17998
64970,9998
37206,13998
28371,28495
40880,7698
65281,5999
14719,16900
72104,41495
26244,8799
6132,4495
29130,16400
7109,9999
23275,9491
1087,18990
52043,19690
43842,32049
25861,6780
47210,9990
46818,11995
1270,12299
27707,21320
28753,12914
26945,18695
71642,20950
34983,7299
36729,9770
31043,11998
74984,15295
7852,24299
53033,3695
66617,31390
39117,15800
28557,38989
35225,25851
52033,9700
3207,11795
17479,12299
63291,4970
47498,19590
56221,11450
66913,13495
59705,2699
38754,8720
57243,21980
18925,25699
5411,18200
70568,16998
41199,13490
71836,7799
45565,29998
6550,16500
65602,15998
20380,9390
36666,8491
23926,9450
44558,55599
71514,14990
65037,10998
52537,12975
51304,10298
73201,6495
37449,9296
48618,5490
61184,29985
56225,44990
41878,16298
66480,11000
29965,26490
36096,38990
39568,15500
28791,20988
57022,10498
28482,9831
20690,12500
2506,10500
24517,23950
19115,8500
21867,13499
18699,10298
1933,27000
37564,14870
23941,10689
13857,17798
37343,43990
66865,7995
71532,10750
49971,12900
45254,12995
23154,6998
42201,19490
49524,9999
43992,29981
50428,12798
26420,16000
43959,12390
49337,11180
30679,12690
28819,28700
40283,45450
64248,9131
33481,11850
30804,12995
23471,22490
22975,15699
75688,22695
61334,2295
50975,19990
74553,21995
53259,14380
63347,18750
21565,12490
34882,5795
57024,17995
19706,8500
55472,20100
37113,11500
15278,27900
14856,9495
4588,19050
43333,10990
41177,13998
43181,32495
10926,14199
14365,26350
13772,9611
74804,13499
26362,16245
9177,14391
17795,17650
64753,18900
75972,10495
22222,24490
20944,17490
726,18890
15597,11990
36340,26440
35379,14900
18104,18950
15893,14798
46073,28595
58691,10999
67833,16400
25106,8000
13089,21981
59217,7995
50047,16990
53416,7550
30046,12698
41780,15599
49999,7499
21347,17990
12611,5999
15048,10670
48580,25980
26492,11500
41441,15600
5412,18100
30585,25248
16691,37321
21059,14490
23489,8998
60938,11590
36757,31995
45835,7495
73948,8990
17852,26995
37143,11998
51882,24500
67571,24491
58413,27175
47979,7990
64593,3995
26335,22990
6154,10000
43682,12999
68873,19500
31922,19985
23589,26495
63980,51000
55962,16000
10852,13495
72410,32995
61092,14000
30920,15199
33755,9990
60208,14495
31202,26399
61645,30490
30929,11100
73051,12189
74321,22380
40670,33990
35825,14995
69817,6250
45675,31990
31375,18498
34045,9495
34055,19000
23072,26995
32348,20500
21570,7510
50617,6990
44733,19800
26109,8995
41016,1695
47848,7195
48693,16999
65883,7491
58344,11990
72587,10941
46550,29480
47868,17295
43105,10495
33312,15066
65021,22500
16098,25499
12963,10100
57867,19799
18671,11899
43968,23995
44757,10414
62858,17495
39783,8980
55511,13290
64218,10498
43088,53000
72420,7500
53374,29995
43541,13990
68980,6998
46091,21902
75642,13800
74309,6998
4486,12400
69100,40995
19632,11892
24179,38000
538,25991
7415,25291
27171,24998
14761,13298
69938,9990
3705,11000
16395,7990
44120,31498
49211,12395
71200,16995
2290,14200
52165,19950
35754,8250
72895,17691
504,19970
60523,9790
25311,6672
31125,11998
42640,16498
54194,12000
52192,15990
43656,14450
64275,17298
7352,13297
11613,16950
4327,41989
39049,10500
32486,21991
8881,21290
9093,21991
5158,9300
69964,59989
2975,6990
62969,11700
36429,17490
39380,16500
31557,28480
46579,18900
31079,11999
49883,10171
9498,42000
43101,22995
42221,10500
45699,69679
22163,22450
11937,12099
50435,5995
70692,8995
50024,8222
4561,10590
33163,20190
1380,14788
31752,37990
4799,7800
1347,7298
73150,11610
61196,18995
23302,21500
22766,7200
37940,7298
51594,12995
5787,14016
1605,11800
30787,12995
10781,31498
48112,16981
63625,14000
34660,11499
51190,28320
43459,18200
50784,13990
73958,10495
48435,19950
13633,8995
30797,12499
27538,11390
4016,10280
56263,11591
13762,24990
58162,29490
5098,22980
19260,12000
35118,20699
7029,17450
34283,6995
11646,13799
35732,7420
36694,7999
56274,13700
52778,20500
50649,7450
6100,18191
54380,21980
59279,6950
65056,17800
39020,12998
56060,13998
57348,21970
36393,10490
73248,9500
3010,9798
18386,7700
71598,16899
52169,16995
13166,21000
65807,14999
69957,17600
37109,11558
30883,18999
29197,9999
3108,7500
39275,7980
27118,7830
47555,11800
51060,22000
5232,19478
34730,33890
64784,13995
50633,21366
50945,21099
44546,7778
11683,13698
52106,13300
8414,21502
72223,13299
17345,13998
60733,16777
23217,26500
71990,18000
47680,12998
26944,13998
37563,17450
27497,29500
2130,46495
62454,15387
48655,10700
45523,8289
37740,6990
17764,7960
28936,28480
27036,14000
52575,7495
62607,26980
66883,16980
46838,25695
24178,11490
574,9622
48560,12995
6901,20320
56668,5991
18599,6300
65147,16495
68753,15034
51165,12096
26894,23950
25820,10498
61015,29950
27095,18900
40631,15890
12539,5997
13045,8600
73011,13495
55273,51399
20769,17500
73994,13400
32205,4995
9148,18000
27286,13995
53643,19880
60518,31950
69844,42600
9237,36000
42946,13750
9162,35000
59847,20080
74892,14500
3290,8995
49627,6995
39826,8000
12076,8499
59444,29995
33544,24500
36622,13995
50618,24994
1570,8700
38939,25980
60888,23000
43816,29000
9186,25990
9910,14799
53749,14690
64495,13482
1354,14600
22092,5145
49517,9998
52637,22990
57425,7489
33296,12495
59091,13295
63310,16995
1950,15698
36217,37995
66098,21790
22022,7995
28868,10755
47990,15390
23744,14500
54519,18890
28797,14400
44652,7839
44624,22785
18298,2895
38241,15291
8675,11600
52886,5450
12405,12298
54287,19499
15093,19097
24538,11485
63403,19500
27672,5295
49036,14499
58725,14550
61611,35490
14138,16499
74410,11000
75628,20285
45217,12800
71118,28295
45452,10995
61021,5299
72774,15740
74330,16499
39831,12900
37718,12999
32372,7599
44564,12495
19805,27940
19367,21500
26392,7290
30494,12198
2365,18650
69995,9998
49437,5989
70828,12495
70699,10430
20760,12498
14466,8999
72886,21990
34571,16698
53171,6499
69133,32950
43318,13300
20673,13500
21777,7950
24698,14399
1602,13100
75182,9200
15715,15495
75255,13498
39947,15000
59628,17950
15571,26419
57278,18695
34461,10270
68199,11870
33251,41000
40632,10490
75157,9500
26144,15141
29405,20699
14207,18798
6852,11799
63459,23890
41105,23991
7145,16499
27921,45990
21390,12490
27838,9295
53865,19000
33706,11250
74684,18000
70695,11500
47171,10500
38452,8895
5256,16605
75551,9250
2760,31995
32678,10990
5529,10780
44215,15599
52746,44995
21843,15295
45689,10462
51999,7995
23398,7899
62439,9995
56503,12950
70767,9780
11128,5990
18145,17990
12622,22660
30710,10914
665,19000
42404,20299
7098,17991
29514,12500
55323,7990
15596,15698
61143,46982
44237,9995
74798,24998
23902,13990
58414,26000
17399,12950
22074,26295
23439,19900
39558,19981
32958,8500
55865,8132
53849,11200
39641,15495
19691,36995
46234,1095
29935,15000
33250,10985
20776,14400
9064,22490
42466,22752
57977,33260
72539,8700
60262,5799
31460,6975
32549,20990
69215,7998
41724,18490
47871,9000
58369,12999
988,7495
52493,15498
73425,7495
15542,11490
74581,13290
75678,41495
27786,9790
62902,11691
19650,7090
31489,10498
60892,20452
11692,66990
9784,14999
45439,14698
7705,9498
29941,11498
39974,19998
59691,24499
25174,9999
11072,10000
29721,24991
39167,13130
39080,25042
63244,23990
46121,11350
75743,27690
13030,15990
8368,10810
33484,2750
51228,23557
19261,19995
28293,22995
28718,14495
40236,12298
68780,25500
67611,25812
68957,21160
12707,17140
13376,5495
49890,17271
3300,35891
20074,43898
30894,16498
17616,17800
53099,27890
52517,11900
14860,11000
67810,15695
35557,8498
12948,1850
3493,27498
41900,7499
25505,7995
69991,25495
13957,12250
70123,19995
49553,7999
72439,26500
41944,51995
14801,15441
19847,12790
38681,22399
37016,7070
39138,8400
56901,12995
33696,13599
43455,30995
22752,14250
44022,123456
56855,6999
6789,5999
18124,14510
41588,6800
32542,25748
13819,15885
49193,19500
6746,2395
42182,12999
72462,8857
15925,14998
48318,5975
20609,6798
73389,27999
58161,10700
6499,27549
39556,10999
2381,11950
72021,9695
53285,10490
41704,23999
20187,28990
13756,24500
41587,25699
61387,24496
48321,3995
14458,24653
69115,17299
46575,5798
34888,9495
14386,14000
61609,22499
49304,10261
13086,10500
12080,9990
60746,9995
69488,16999
25097,20500
29047,8995
47174,15990
8597,13998
52539,13100
31052,18998
36368,17480
37333,8995
28692,16750
8223,7500
66515,22890
66868,11000
18297,31000
73543,8000
10753,30650
21895,35000
58932,15295
74932,25240
28617,9790
49267,12490
36989,15000
74481,18999
72541,7350
27093,20791
12591,11495
65574,17000
72757,16559
72208,6299
53589,13990
22087,9490
15118,7210
13389,25950
57159,8991
24038,16495
14157,12500
18520,21940
29144,6995
3158,17500
6510,25998
13987,19498
69850,34460
75204,20495
63537,32998
20379,4750
71608,20160
68475,17513
73441,18250
72739,9290
41133,21900
64954,9700
47581,24695
11851,14500
58241,16500
56497,5750
34397,20799
68844,13399
44699,9599
70720,10495
56171,9700
10997,10000
939,16289
12422,12191
6862,17600
52564,25285
12355,9750
17466,13280
67953,32990
49953,24990
17783,24890
1308,26000
52926,12000
25221,8728
50263,27248
13050,10300
19,28995
68299,5499
19926,16998
64016,23699
33213,5850
37687,19290
4656,15712
65670,10795
18534,7498
63421,21998
10770,20749
20784,13698
43650,44995
57477,8990
27645,6890
33403,7440
56925,17495
12716,19295
47149,24991
6311,9001
64907,15495
8458,17127
73703,25991
47788,20250
31845,8470
23508,24995
50448,12999
54678,5995
35514,14990
39913,6490
64952,17440
15359,16040
50058,20157
43892,27995
25501,9245
11952,28374
73927,10499
44378,7191
67940,13690
33456,10480
53430,11900
14905,13499
2825,8995
18651,19998
28761,47980
19507,17490
28213,26990
63284,11000
26084,27998
14037,14000
36954,7000
17878,10490
72200,17490
50823,19997
61473,24490
70680,13498
7095,23299
20352,36999
31468,5770
52672,7500
58327,5999
40349,19991
43032,9000
67750,11998
2773,15224
29814,9999
60419,12991
60872,30980
17360,8291
48867,36999
51113,33500
46721,30790
65454,3290
34167,22790
39445,14995
18954,25690
5270,7449
7317,21874
35130,23700
39629,8499
61728,19347
54816,18496
74196,9990
41358,9850
29347,13998
32470,49980
20343,13698
65375,19999
48096,6799
38505,28366
47232,13990
75654,30450
34033,15598
13455,17499
24936,15495
12433,4994
42191,9750
74452,10690
30762,21000
9253,25949
70472,14998
29338,11000
874,11500
10985,15500
55000,18187
75119,14100
22722,22450
55880,13989
27508,8995
20137,8495
66806,18610
3845,15700
41868,53995
73631,43495
46580,19000
48458,14998
5939,11157
43096,14195
66607,8700
56610,7360
25032,31488
18131,6755
23552,20991
18325,15490
10668,7995
54876,35490
39354,10500
65014,12995
16205,16950
19747,9599
48137,10990
45046,24990
63696,6500
40258,22990
10609,10660
9160,37991
65140,26480
21202,14491
72496,7489
43069,11900
23638,15995
43093,14998
5863,16495
3472,13470
3548,13800
23605,23780
29852,26875
66882,7695
45706,9999
62440,26479
26370,20980
6606,16099
28818,23799
47996,20980
43948,15995
24758,32980
60661,22001
13672,14879
46049,17698
9564,14990
58525,10998
29832,7950
36058,19743
23409,12999
37409,18999
8265,11500
56447,10990
52144,27099
19415,35699
24814,5991
66131,19315
11055,11995
74687,49589
236,32995
63096,7691
23114,13490
56707,14490
31646,4963
38370,6500
54158,11995
65412,14000
31507,10998
29950,16998
48816,24480
18789,10995
64651,12390
2902,19490
43303,7190
63223,20562
7741,6995
72917,9391
70812,35900
31076,10450
35128,6998
36893,19290
40464,17995
73357,12250
31553,25990
11407,25995
12185,8491
44495,21599
73421,7799
65967,22999
52363,8986
49341,28498
59695,33285
54525,17672
13370,11000
61791,23698
45443,34199
21647,10599
31799,11950
31412,30890
52439,13980
19409,6699
51020,51991
34939,7500
69305,18495
70348,7000
8831,10791
69791,28895
34428,15999
65545,25165
29820,10995
981,12695
47994,10995
49686,23995
38692,24980
26749,9321
7948,18995
36798,15792
19498,26490
29609,13600
20619,11990
11848,12000
20839,22999
17275,17445
14864,16495
47876,6990
5327,24000
56018,9760
4305,9199
33396,7952
74008,15200
34379,12812
15564,11000
23494,12140
39096,14995
60604,18440
49980,10190
19517,16000
53214,6495
67733,9850
26917,12495
61792,10790
34766,8999
51845,8299
25745,41000
7253,24940
46124,29495
23097,10970
16648,28990
22618,19888
20933,37990
13415,17980
39162,9295
44947,4995
1838,19298
71237,16990
53115,15995
7980,18797
73426,7099
28892,9500
62089,12000
20423,14974
31026,13995
24342,13000
40705,15795
58442,17999
17962,26850
31623,14990
15233,16998
65252,32950
69272,22970
37444,10600
65435,2888
21239,23990
10069,10995
51603,11999
6221,28480
12817,9295
27104,8600
62944,4740
16086,14500
60476,8850
48880,10050
39140,24990
53781,9295
24523,14175
22666,32788
58181,13499
4304,12750
36576,9690
41616,12792
33744,16499
62068,27994
5995,24699
70799,21700
38422,8900
73282,14555
9950,18000
35766,31599
34699,22450
20516,18250
18608,9495
72081,9500
21401,18800
60115,13690
66929,4550
12110,10298
31985,12600
334,20365
51158,15500
14265,10950
20058,8298
41220,13500
5864,27950
51561,10495
51498,8490
8485,21795
51644,7950
25557,14965
64529,14000
32025,16298
75502,17700
22446,29500
34539,15999
13694,13999
35405,14191
3750,36412
40145,9490
67109,11495
22276,22980
43539,10998
55590,19436
72377,5980
2882,23741
72386,26299
24582,15900
65913,29970
41316,5000
73729,7391
34782,5995
55781,9189
65659,5495
14183,12995
28105,12400
44110,13298
52428,6798
25893,7791
41594,32499
50645,8248
60108,12800
7668,5399
56461,19498
42742,10490
18253,6995
67452,38499
18552,14698
74047,14220
63531,9947
58505,19990
69266,9499
15092,6490
67786,12998
39739,28490
51910,17950
15266,16400
24792,6700
33056,5991
43924,10500
61991,30000
8442,8498
10938,26310
42997,22199
52923,19500
25231,20999
67207,9000
50310,9890
30051,51250
58655,19998
68890,19995
16917,11500
13046,9690
30529,12999
5629,6550
8900,15200
16727,2795
35107,18917
48945,11700
11002,18999
14805,16995
32743,20990
5569,19194
8178,2995
44381,16400
26916,8300
40238,14998
4882,10795
17040,22920
55228,24989
36969,9850
36205,10990
16329,13210
31411,22995
72211,12500
57102,8200
12515,6999
32504,10476
60168,25599
19062,7899
75267,9600
17797,14770
69580,11197
25977,21374
18939,9750
32402,29450
15932,13895
74158,15500
13875,13980
17422,14111
2445,13295
73314,17495
15706,9490
1989,8995
72860,21280
256,12750
38443,19999
15781,9970
53733,7195
73307,10490
16198,8995
47317,3900
37580,17695
18233,22990
65165,15335
59531,7999
59044,13940
33625,14994
32477,23998
12059,16995
24160,21800
19685,38000
48988,20498
48101,8495
49201,13498
59448,19995
2767,27900
36894,11995
66608,9299
42177,9995
71314,9149
21044,18800
59312,9751
5586,23995
45352,25890
71340,19999
27078,14000
9146,12100
56643,18990
50655,6595
39522,16798
18311,8995
13808,17000
2645,10300
12055,6999
59596,11998
70973,16895
40066,11040
10912,8250
46637,4995
72271,12998
47908,23285
45611,7895
39256,25332
66879,10200
299,7999
21403,10895
60449,12080
24485,8990
60323,11747
32550,29199
38604,13498
14362,25950
14411,14600
36494,10698
18757,30980
74446,11300
16818,17795
20085,18433
25030,33990
14256,21990
21567,7995
61271,38250
52061,16100
45297,9695
67556,7999
58646,12998
65732,6984
2016,11698
29012,9999
61869,6300
33299,20995
61886,11800
32404,7990
33772,36248
21899,9998
40969,5891
48882,12300
28214,11000
29450,23495
32400,10900
41762,29699
62744,22650
27234,7700
35911,8998
70018,23991
67930,10291
31712,32995
44960,12495
62448,17998
11648,23299
1507,11000
67183,11599
6023,6500
63080,14691
31305,32450
46720,15495
53456,11686
29362,19990
70279,17000
24986,17495
69431,20593
41904,13298
68541,12500
67801,10498
56682,16500
1160,5598
8149,11498
38321,21119
24565,27016
2635,25750
52186,19700
18258,21508
39197,7990
364,46950
50401,9450
74023,28000
72465,25000
4186,11951
40873,18000
32075,11970
27049,10990
6941,14888
49007,9392
3109,17299
39103,15850
69948,9290
47460,13640
15719,22495
56729,10521
71279,8199
35308,7690
36723,8299
65572,11500
59919,18000
50004,17498
45815,10695
23854,8750
2437,17998
48176,19795
16111,8490
13388,16200
67874,19798
14004,7099
29418,26790
50507,20995
17599,44500
14770,6995
74723,6990
26544,12490
31564,9495
14492,12999
71941,6498
54145,17995
170,15690
12638,9695
36437,15995
65073,10990
11571,48499
6690,5595
41965,25999
52180,10795
75961,10790
12517,1449
57122,29985
34992,5690
60990,19995
2405,15500
72156,29995
11582,15750
20109,23990
30356,10625
68061,13698
46589,15496
73243,20991
19808,14989
71470,12950
24502,17000
47190,10398
61078,17498
56368,23999
41951,30572
36919,28480
5482,54550
62790,8795
20503,21999
35894,17172
12765,11699
3680,12890
34144,28319
69763,11400
74241,6450
74098,13998
33851,26995
57694,23980
28369,26176
70224,27980
70265,7998
18190,23290
19833,12295
15445,17298
23110,10382
24762,10800
57277,26580
16164,24750
15159,8390
25429,6999
29123,18475
70694,7498
10297,20995
18666,8250
4020,6775
51770,12495
24067,20974
60256,6500
33314,13998
66457,10495
75792,13498
26529,10250
52866,28500
38630,32900
68646,11495
65918,6600
62789,9249
72741,13000
59865,7695
16722,20995
71877,16000
72625,15500
53367,26780
36654,7997
5164,34790
74715,11498
43532,33250
21868,11298
52239,5999
74782,24995
18076,17400
56596,17350
75493,13995
66114,9600
75959,7325
28376,16799
60645,10189
50557,17690
37062,31649
48672,14112
50168,6999
45274,10490
19405,16495
28944,8599
45118,27890
12365,20499
55918,32949
29716,15978
42692,8698
34975,12500
64573,8761
1296,26910
25750,15995
72290,4899
20220,7999
67683,13499
40062,3998
70358,27950
10175,21890
48211,16980
47196,10250
60686,24999
66986,12999
24473,16200
55480,6999
1368,15000
38897,31995
22197,13490
71788,21985
43874,15698
51856,10890
67044,13495
31859,18798
13418,9599
72602,10990
8536,17000
294,18995
71615,5799
33005,6490
2047,7995
51264,13998
9039,13998
18900,8498
19795,9210
74523,6500
62386,17699
6923,20349
65381,14000
34406,21212
1075,25572
7034,31666
60260,34740
32752,47890
66344,44890
40695,7640
9604,9225
66669,58450
62213,12995
5801,13998
58243,14899
37701,14495
24439,28790
22998,29488
47117,25990
50637,10998
46246,9995
63230,15100
13889,15200
23029,45995
19621,7850
23380,47950
7712,31980
19163,11999
37336,9495
24887,16999
35572,10498
21586,8507
5561,17728
63700,12000
25210,18907
21630,14407
40450,6281
38238,10795
12189,31475
59257,31750
54238,20998
12966,11699
62110,8490
17533,7840
75027,4947
75385,12167
16070,12595
72173,23495
70913,16991
5558,11000
3888,6995
43622,27100
13041,11495
7082,11998
69240,22003
62626,9998
13830,26499
22041,15320
29798,6499
61260,15189
50636,9388
8754,17500
42239,49299
19257,19490
52193,18000
24477,18595
36244,9995
34117,3195
58069,14999
28346,11200
53662,7798
12073,6690
9643,14990
25848,18367
19058,17636
26539,21747
6479,12290
50804,21790
19419,14160
16117,21495
67860,26790
58457,4352
42558,13850
40289,5995
27495,19350
7882,14990
51044,32480
27243,34000
22926,18500
62385,18497
45105,15200
12112,25299
48156,10360
61266,8499
71065,12495
34474,15298
6340,18898
37818,17499
47619,5492
68666,17700
36530,11698
12685,18500
38257,19298
47646,25999
54660,18195
48535,27990
56199,10500
29488,12398
32352,10950
28207,20875
9365,33111
1072,15450
68680,18999
63613,29990
59589,34990
63702,16490
53926,21712
63107,16698
13461,31499
55331,24990
5744,12489
27368,7995
9358,11400
41640,10990
13896,8998
27432,9199
1349,14450
24344,7000
65164,20495
25542,15270
75478,18000
32124,32000
56938,17999
18595,11240
71614,16299
73632,13700
15881,7791
70180,14610
71916,8540
55684,31579
8165,15495
6142,9270
73576,26250
73123,21500
15032,11295
70690,10995
58264,17995
75105,7495
62282,34995
27866,13199
69165,15990
57036,23480
30143,15300
58899,7850
36611,20795
22362,14298
3214,14950
55515,68000
898,7995
63114,13499
47585,23490
8796,14695
20472,10999
16673,15879
26633,14450
73889,7699
30322,27482
16023,17990
59391,12491
4591,10990
11224,21995
20364,15745
2557,16395
14639,13498
3848,5700
52045,10499
47095,37220
23976,4910
70586,19995
8497,15295
2101,4980
5034,27990
18198,19995
5616,14000
35222,16982
5684,20950
60190,7199
1836,22000
48518,11500
11989,8250
51387,27495
12268,9495
55110,22970
21993,15498
25279,20995
37046,26000
52397,9799
35793,13999
42091,5799
54084,17225
25790,18696
31355,20998
5905,20800
62393,18000
12118,16810
71253,19231
69653,4250
63967,10752
75390,6600
19537,15700
49972,7495
26949,9997
53967,27990
29427,8790
15519,11998
38669,33562
61765,18990
19414,18330
51907,8000
13780,38850
28503,9498
23523,18000
42970,11000
17505,6974
63886,11370
45915,22490
15846,28699
55454,23149
5638,14500
3233,16440
71381,22699
40125,4998
42724,13390
39329,15282
5747,17000
18673,8500
41925,24403
4519,8499
48075,30299
31036,4995
3744,11799
69039,14000
21562,8299
5965,10698
15928,6530
46602,16799
34827,15250
36364,28180
50244,8400
51156,12790
33880,36000
35696,11791
52369,12495
43365,18950
16063,13198
21908,11498
15693,10160
73987,6495
29551,26491
73092,13790
41402,13959
34887,14998
12218,32980
26943,15798
49416,19399
21088,11200
49152,16450
13722,31990
59975,12300
72311,21000
8514,15400
74973,16999
44501,20980
18294,12798
29713,10299
1487,17590
12853,23750
74421,19072
30820,13498
8840,10450
30002,7299
15428,6700
25835,14285
23603,24999
51659,4995
36664,10790
60591,22299
48083,12495
31480,19799
58171,13659
34563,17442
37014,26589
29339,19998
22060,14698
21614,17998
70074,11589
27592,8995
75930,16809
48905,8998
50849,12350
65885,17350
44850,9690
31929,12950
12039,6490
43925,12995
25458,27500
29838,12490
20574,11499
64846,9100
52560,10750
51182,15995
26004,33990
52021,9397
58529,18000
29454,5297
12604,4795
55696,11720
8168,10490
7154,8295
69845,6500
8974,14991
62563,20495
33749,12995
7963,10291
20593,9195
38548,22995
33521,56990
19110,22000
66394,8990
46797,45799
2089,5395
41436,21444
47027,11990
8710,14500
19562,11332
43654,7995
42987,27498
49594,15695
66470,13295
59507,16500
67713,11650
5091,17999
40615,11450
16077,9730
64937,11000
69950,20900
33034,13400
58204,48206
34272,9475
53392,2495
7699,10950
74306,8491
60220,10590
6792,12795
23198,19990
58692,17490
63942,10000
39883,24991
17515,7490
11382,11000
65565,5997
40281,17999
47350,19298
36538,9300
53949,14799
10897,14480
41499,13750
67779,11999
57878,23990
74398,22799
63782,8000
72331,18995
29789,69940
72813,35989
23827,10290
37380,9995
28872,19811
16885,17498
60109,26998
59922,20875
70579,52999
43692,11500
28652,9498
17394,10400
21999,28842
42210,5995
25708,17450
2551,32750
33726,11750
5277,14591
72078,10998
66312,11990
37216,8298
26225,11800
55147,9999
72247,12995
35180,10620
11304,8752
34305,32890
46372,17390
51245,6800
57327,9990
31978,10495
59814,22733
43840,19450
3794,13298
12235,10895
6748,23920
1391,9999
24531,8995
53111,22000
60410,20998
3055,9499
13090,12640
28498,19600
14744,12000
34894,10499
72318,9980
10671,18100
19349,19980
44989,30950
71529,34470
18001,11000
8074,14450
61183,9290
74433,14990
7964,19495
3170,8698
1214,11327
1027,13000
16000,17900
40658,36496
44912,12990
70789,16995
44412,22999
72693,14595
18679,10250
52279,28000
32763,17150
42266,23949
40562,16990
2314,67980
10648,24995
64579,9450
18385,8995
40105,17495
9398,5991
49634,10300
49660,17999
55193,15995
400,10499
6545,15681
10547,9799
27206,15295
52499,46599
62716,9995
64110,27495
62787,23000
36677,6799
64063,14250
44287,18980
51478,54950
2009,7500
70140,33930
13835,13490
15096,38499
41744,15250
28682,16890
40704,11200
24064,18250
67187,12640
20802,25980
14462,18998
57759,9950
399,9495
58111,10580
47614,23990
27094,23995
12216,15790
51369,52291
43551,51416
6444,6891
70865,21490
73595,23000
28958,15990
22029,34099
73206,19690
48705,18900
43680,9491
59756,15200
13456,11200
12183,13999
59874,9995
34835,12799
47193,14653
13397,21100
36688,14984
57034,26990
2647,15200
53328,10016
28620,23995
38485,10499
53580,6490
55537,16998
13882,9989
18722,8995
7198,7500
42365,24950
70175,19995
33565,33599
69008,11891
54203,20795
11832,14999
66546,7290
7918,14460
67014,20690
16560,17495
57569,9990
2444,13498
64629,9999
29782,7300
64393,17500
36225,10699
26453,20590
28379,49990
72473,17950
3796,10890
40374,17491
30184,11650
63529,17990
15319,13000
25776,25990
36475,9450
34086,16998
45370,12000
16236,17990
59561,26900
24923,10999
53017,9500
33246,14295
13620,9995
33554,15995
57510,21900
15355,13871
36110,6200
22086,11995
69242,8865
47855,8650
72396,19995
30479,10499
30819,21995
62803,15791
47760,14751
51987,6250
41254,23450
33480,21999
4639,16991
33635,14990
38515,10991
72853,22000
52971,23995
16964,29950
66340,21495
16258,14299
21146,20995
75120,30999
23094,6495
34906,6810
71732,23990
43859,10050
421,18400
61772,25991
10586,22500
12135,8490
29786,19175
72787,13570
65469,8995
17118,16450
61265,22950
66023,30995
60963,15480
64783,12000
20032,9995
63263,32849
63226,15998
70678,69993
16816,11500
69562,14000
74911,22000
16496,17750
24888,9998
45629,29480
950,12299
8274,6874
68293,11000
64015,15990
29707,27500
4811,12199
47936,11595
63695,7250
72761,23995
9323,8499
59594,33979
22284,19350
56556,16998
1906,8890
2998,23895
58626,6191
18667,9740
50905,6999
26097,20490
24795,14000
11246,44950
41081,11499
19503,13290
22833,12999
42969,10991
45934,18298
51365,32399
42267,7485
4867,10200
36879,12490
19232,19790
33057,7299
16884,5998
31413,10898
3271,22480
72970,17000
46393,6000
14625,13990
46543,6485
53603,15131
44109,14990
5143,5498
22842,7990
21452,8498
53265,6700
8183,21450
1679,32850
27437,10490
23970,12327
30548,9157
35148,56995
3523,15995
52854,9499
54840,11795
31555,7327
27531,13190
8624,11990
35211,8695
15631,22498
43443,19499
7120,24250
16373,9998
31312,23699
5568,10995
34190,21012
16041,6981
33928,4995
20756,26925
18920,40428
63383,18999
17253,19998
44156,5995
58986,19500
65699,8995
50139,23970
33021,14695
3360,7295
38190,15400
26615,14499
5120,15990
16426,10295
46025,17325
56379,35000
41600,5495
42615,35849
11632,9400
24864,10290
9437,9995
53980,12329
29604,19690
40235,9900
17865,24736
25352,24999
1969,22790
63616,29991
58106,10100
73898,19990
63900,17999
10730,18998
41644,6500
33583,12600
44957,13998
68368,25449
67228,22792
59042,6400
70013,31003
1209,21590
53695,13480
57443,6120
48729,31888
37982,22499
44891,22495
6021,10350
32565,19799
32713,13398
4284,8699
65654,19698
8717,10500
2985,7750
48571,19698
31399,16798
22249,21490
15228,7995
16465,25412
34943,22480
72758,22980
24246,26990
56858,34980
69692,49980
68584,18500
2792,21999
36264,7390
72759,14295
484,29899
61635,18495
34037,11995
26518,12997
53450,6275
43063,7750
39130,9600
40801,16498
18333,10290
73402,10290
73876,74950
58047,17750
8812,8995
13238,19981
31992,13998
27638,9280
11712,33888
60481,6500
38466,23300
1879,6390
72155,12500
27898,10998
49642,27990
27366,9699
28507,25495
49843,13917
25986,17150
63214,23899
64515,20365
20555,24470
27350,17530
59308,16290
19612,28490
69569,9020
2473,6495
61335,11999
2873,16399
2389,21995
65867,12995
56218,14490
34515,17295
69979,9989
64038,8490
19483,16000
39007,26102
40472,17495
53883,12217
17704,52500
75307,11890
61800,59990
66416,10000
72989,53990
29763,8590
3766,10000
68472,14000
10112,12700
28191,31480
71883,16795
67237,8000
36503,18250
68162,10590
29898,15995
65480,5985
11210,17298
30232,16495
70330,21295
72791,49950
56040,20000
47173,10998
72361,14000
2423,49488
48552,8249
14316,13998
54868,7200
26620,10090
